uniqueID,drugName,condition,review,rating,date,usefulCount
103328,Celecoxib,Pain,"""Hi everyone,
Dealing with knee osteoarthritis for years. Pain got so bad that I could only do minimal exercise and was waking up from pain. Ibuprofen does help, maybe a 50% pain inhibition taking 6 pills a day. With Celebrex, 200mg/ twice daily, I am having about 90% pain reduction. I am now biking daily, no problem going up and down stairs. This is a miracle drug. Not a cure, but close!""",9,25-Apr-17,33
147987,Norethindrone,Birth Control,"""I was put on Lyza at Planned Parenthood because of my history of migraines. Overall, I&#039;ve had a good experience on Lyza. I sometimes have spotting between periods, but now after about a year, I only get a period every 3 months or so. At first this kind of freaked me out, and I take a pregnancy test if it&#039;s been about 60 days since my last period. Sometimes I get very tender breasts as well. Those are really my only complaints about this medication. There are no other side effects I&#039;ve noticed, skin is fine, and mood is pretty evened out. My periods are generally less heavy than they were before, which I also appreciate.""",9,27-May-16,14
25539,Nivolumab,Non-Small Cell Lung Cance,"""after chemo and radiation started on opdivo,had 8 treatments with the only side effect being sore mouth,dr took me off of it because my scans didn`t show much progress,sent me to cleveland clinic and they said to start back on it,now have sore mouth and my skin is so itchy i can barley stand it""",6,29-Aug-16,28
120380,Montelukast,Asthma,"""I&#039;m almost done with my first bottle of the 30 day supply and as others mentioned it literally almost feels as though you never had asthma. I haven&#039;t had the need to use any of my inhalers or steroids since I took montelukast, but I have noticed that my memory sometimes gets foggy and I have forgotten many things (I&#039;m 21 btw) shortly after taking this medication. I have not noticed any of the side effects that others have experienced so i have yet to find out if they will affect me later on.I decided to get one refill of the med and then come off of it once I&#039;m done since I normally hate depending on meds to live a normal life. I&#039;ll be back and explain any issues I experience in the next couple months.""",7,17-Jun-15,17
91800,Lyrica,Neuralgia,"""I take 300mg Lyrica once per day b4 bedtime..along with 1000 mg aceteminophen (Panadol/Tylenol) 3 times daily for trigeminal neuralgia..it is a godsend..i love this regimen..works wonders for my severe facial pain..the side effects i will take gladly for my pain relief..side effects include unsteady gait which subsides once my body gets accustomed to the dosage n lowered libido which returns within a day or two of not taking this regimen..otherwise i love Lyrica.""",10,13-Sep-16,26
112708,Lunesta,Insomnia,"""Lunesta was not very effective for me and also left the WORST taste in mouth.""",4,4-May-09,14
101624,Methocarbamol,Muscle Spasm,"""This medicine is not any good for Fibromyalga, I take 750mg 6 pills a day. I wouldn&#039;t recommend this medicine for fibromyalga.....""",1,20-Nov-17,1
155834,Metronidazole,Bacterial Vaginitis,"""I used it and felt better after the 2nd day.""",10,26-Sep-08,17
93586,Oxymorphone,Pain,"""Serious auto wreck crushed 2 discs in cervical area. Only options are surgical or meds. Out of 5 people who had surgery, 1 completely cured surgically. 3 said condition unchanged after long R&amp;R.Last one was in wheelchair due to small surgical error. That made up my mind. As long as meds control pain enough to live normal life(pretty much), I refuse to risk surgical procedure. Started with 3 30mg Oxycontin a day, did fairly well, but in line at pharmacy one day, said the word oxycontin too loudly, noticed three heads turned. I was afraid of being mugged on the way out. My doc suggested 30 mg Opana @2 a day, but had to increase to 40 mg@ 2Xdaily. With 4 10 mg IR for b/t pain, it is as good as it can be. I also take 3 mg xanax daily""",8,14-Oct-16,7
195568,Aviane,Birth Control,"""I&#039;ve been on Aviane for 11 days now, starting the 1st pill in the pack the first day my period started (Sunday). I&#039;ve now had my period a full 11 days and it&#039;s starting to get really annoying. My sex drive has decreased a bit, I have vaginal itching, burning and redness, and I find myself becoming frequently dizzy. My breasts have become extra sensitive and seem much fuller than normal, my acne/ clearing of face seems the same as before taking the pill, but my mood swings have been the worst. One moment I want to cry, the next moment I&#039;m cheerful and happy towards everyone. """,5,4-Dec-13,22
136016,Acamprosate,Alcohol Dependence,"""Only 1 week on this 1 pill 3 times a day. I haven&#039;t drank anything, but I haven&#039;t been in any situations that I would drink yet. I&#039;m a binge drinker. At home I don&#039;t drink at all. If I&#039;m out at a casino or bowling I&#039;ll go nuts and forget what happens the next day.""",5,9-Apr-17,12
98326,Nexplanon,Birth Control,"""I&#039;ve had Nexplanon since June of 2013. This is my second time to have this form of birth control. Neither times did I have problems with Nexplanon. The only problem I have is the procedure of taking it out. But hey no pain no gain. Any friend of  mine that ask for birth control advice. I will advise them to get Nexplanon.""",9,26-Mar-15,6
24162,Tretinoin,Acne,"""Atralin is an amazing ointment for acne prone, sensitive skin. I got a prescription for the topical gel because I was having mild to moderate breakouts and had acne scarring that had occurred before I went on Accutane. My skin is very sensitive, so I needed a mild gel. Every night I put a pea sized amount into my palm, mixed it with a small amount of my facial night cream, dabbed bits of the mixture all over my face and neck and then applied my night cream as usual. At first I was discouraged because I was very consistent with my regime and did not see results for many weeks. Then, after about three months of daily use, my acne and acne scarring began to clear up dramatically. I have not had a blemish in months!""",10,21-Oct-13,67
72622,Ethinyl estradiol / norethindrone,Menstrual Disorders,"""I was on it for 4 months. While it completely stopped my bad cramps, the side effects were not worth it. Within 2 months, I became very depressed, with flat affect and irritability.""",3,26-Sep-15,1
7631,Xanax,Panic Disorde,"""I&#039;ve had vertigo for three years now due to a head injury.  This cause inner ear damage and I have chronic dizzy spells.  I have tried every medication out there and was introduce to Xanax at a Urgent Care Clinic.  BINGO!  Finally, I found something that works.  It also the only medication that helps me sleep.  I don&#039;t know what I&#039;d do without it.  Addicting but at least I can make it better with Xanax.""",10,16-Jul-15,42
163408,Methylphenidate,ADHD,"""Concerta has helped me tremendously in school. My grades skyrocketed after only one semester of use. The first day, when I was on 18mg, I could already feel the effect. 
Now, I only take concerta (27mg) on school days and other days which I know are going to be exhausting. Even on the days I don&#039;t take it, I feel happier than before. Concerta  gives me motivation so I can actually live, which makes my motivation stick around. I can now socialise without feeling like my energy has been sucked out of me after one conversation. I can now do my homework and chores. I do things in my free time, instead of crashing in bed after a day of school.

Though my appetite changed, and I lost a lot of weight, I have a lot to thank concerta for.""",7,5-Jan-17,44
64893,Sertraline,Major Depressive Disorde,"""I have been treated for major depression all of my adult life. Over the years I have taken many different drugs for depression. Zoloft works best of all I have tried so far. It took about 2 weeks to really start feeling the difference so be patient.""",10,16-May-15,49
218078,Amoxicillin / clavulanate,Bronchitis,"""Was on 10 day 2x a day regime. Felt better, fever broke after 2 days, but cough never went away. About a week after finishing my symptoms came back full force and worse. Had to go back to the Dr and got a z pack, prednisone, and an inhaler. I&#039;ve been sick for 3 weeks. This drug didn&#039;t get rid of my infection and I was very disappointed. Hoping the z pack works.""",5,26-Feb-17,6
152379,Ciprofloxacin,Urinary Tract Infection,"""I have had bladder and kidney infections all my life, and Cipro has been a lifesaver for over 25 years. I have never experienced any side effects, and feel better within hours/days depending on the severity of my symptoms. I take Cranberry supplements on a regular basis, and it seems to aid in preventing urinary tract infections.""",10,28-Aug-12,104
141605,Escitalopram,Anxiety,"""I started 5 mg two days ago and I feel better already. No more sweaty palms or burning forehead due to high anxiety! I take it in the morning so I am able to sleep at night. I tried Zoloft and Celexa and could not take either one for more than two days! Horrific side effects for me! I pray each day gets better and better! This is my first time taking an antidepressant. I highly recommend for people with anxiety! Good luck""",8,14-Feb-13,46
18639,Tikosyn,Arrhythmia,"""I just got out of the hospital after my second ablation proved unsuccessful and was taken off my previous anti-arhythmic Sotalol which seemed to be less effective for months in its generic form. Anyway, with Tikosyn I noticed a difference in how I felt pretty quickly and am hoping this trend continues. I had been on Betapace for 15 years and have had 4 ICDs/ Pacemakers after being diagnosed with an idiopathic DCM in 1996 and surviving 3 cardiac arrests now. As far as I am concerned, the difference in my heart rhythm and how I feel thus far is the MIRACLE I have been waiting for. It has been years since I felt this good, and someone who is 44 SHOULD be able to feel this good (I was 28 when diagnosed). I think this medicine is definitely worth the risks!""",7,12-Apr-12,94
22526,Adoxa,Acne,"""Adoxa worked quite well in conjunction with being on Yaz (which makes the Yaz useless as actual birth control). It really cleared up my life long battle of break outs. However there were some side effects that went along with the long term use of the antibiotic as strong a doxycycline, like the nausea, vomiting. It was well worth it. I never had a break out while I was on it for 6 months. After my treatment was completed, the Yaz help with the maintenance for awhile.  Every once and in a while I get a small pimple. Nothing compared to the big icky ones I used to get.""",9,12-Oct-09,5
214711,Warfarin,"Deep Vein Thrombosis, First Event","""I am male, 62 year old. Got a blood clot the entire length of my saphenous vein. I was put on generic warfarin first at 2.5mg/day. I got sweaty, headachy, and felt depressed. This went on for two weeks until I read reviews about Coumadin on this site. Switched to Coumadin. INR stabilized, sweats went away, and headaches went away in about 10 days.
I know that Coumadin and Warfarin are supposed to be chemically the same molecule. I propose that the objective differences between these two drugs most likely can be accounted for by considering that one may have more pure isomers than the other.""",10,23-Oct-09,67
148366,Mirena,Abnormal Uterine Bleeding,"""I had been on the pill since I was 14yrs old for excruciating period cramps along with extremely heavy bleeding (I could go through a super plus tampon in 20min!) Now, at 23, on May 9th I had the Mirena inserted. The procedure was extremely painful to the point that I felt like I was going to pass out, my hands were clammy, and I had a death grip on the sides on the exam table. (I don&#039;t have any kids). To date, I have gained 30 pounds and nothing I have done to lose it has worked. I&#039;ve lost 40+ pounds twice in my life, so I know how to lose it. I&#039;m also tired ALL the time. I can literally nap at any point in the day. And I have painful ovarian cysts (which I knew was a side effect prior). Seriously considering taking it out.""",5,17-Sep-17,1
114102,Amlodipine,High Blood Pressure,"""I was first prescribed a combination pill Amlodipine-Benazepril 10/20mg and after 29 days of taking it I suffered an allergic reaction called Angieodema (Face swelled up)  and it turns out I&#039;m allergic to Benazepril. I went 4 days with no medication and on the 4th day had a dizzy spell at work pressure was 150/118. Dr. called in a new prescription of just Amlodipine 10mg, it&#039;s only been 7 days so maybe it&#039;s not enough time. However my pressure spiked today to 154/120!!! I feel Great however, I don&#039;t have any muscle cramps. I did experience a rapid heart beat a few days ago. My concern is maybe the mg&#039;s are too low. Dr is saying to wait 2 weeks to get full effect of the pill. I will update in 2 weeks.""",2,8-Apr-15,31
185622,Saxenda,Obesity,"""Doctor suggested Saxenda and this is week 4 @ increased the injection to 2.4. Total loss is 6.5 kilos.  Side effects are extreme tiredness, constipation &amp; heart burn. Due to knee replacement 10 months ago &amp; fractured back I&#039;m limited to exercise so walk every day &amp; night &amp; incl hill climbs. I eat 1000 calories per day &amp; satisfied. However this week I have developed red welts at the injection site. I&#039;ve put ice on it but as yet will not subside &amp; concerned about another injection. I can&#039;t see my doctor till next week so was wondering if anyone else had this experience &amp; why?""",8,31-Oct-16,15
99334,Doxylamine,Insomnia,"""I took 1(one) 25mg tablet. I haven&#039;t been sleeping well so thought I would try this. I did fall asleep within about 30 minutes. I awoke about 6 hours later and my room was literally spinning. I was so dizzy feeling I could barely get to the bathroom and then back to bed. I fell back to sleep quickly which for me is unusual. I slept for another 3-4 hours. When I awoke I was still quite dizzy feeling but not like when I had woke up previously. That was 5 days ago. I have had dizziness since I took that one  pill and have not taken any more. I must be extremely sensitive to this medication. I have also had some nausea this whole time.""",1,6-Oct-15,15
42057,Tetracycline,Acne,"""This did not work for my acne.""",1,29-Jul-09,6
128159,Phentermine,Obesity,"""I started taking the pills started March 22 with a weight of 254 Lb a month after 232 Lb weight fully recommended.""",10,22-Apr-16,48
80584,Mobic,Osteoarthritis,"""Several years ago, I was put on Mobic for right knee problems--bone on bone. When I finally needed a knee replacement, I had to go off Mobic for a week  before the surgery. Immediately, I got creaky and all my joints hurt and ached. It hurt to walk even a short distance. At that point, I realized what a blessing Mobic is.  I thought that if some of my deceased relatives had Mobic, they might have lived longer.  I remember how badly they suffered and I understand. The pain was unbearable.  I&#039;m still on it.  I am 65.""",10,22-May-11,101
18799,Enablex,Overactive Bladde,"""I have been taking this medication for I am guessing two years and have loved it. Not really had any side effects that I could think that were any big deal. Now all of a sudden about a week or two ago I can not go a day without an accident or a close call. I need to figure out something soon.""",7,1-Nov-11,35
122153,Venlafaxine,Anxiety and Stress,"""I am amazed at how this medication changed my life. I often compare myself to a duck in water, where the problems just glide right over me, which never used to be the case.  Issues that may have cause depression or anxiety in the past are now handled without confusing emotions.  The only reason I give it a 9 are the horrific side effects if I miss even one dose.  Strange nightmares, shaking, confusion and even an odd ability to sleep for more than 10 hours straight. Does it deter me from continuing with this medication? Absolutely not.""",9,8-Oct-09,14
156657,Dulaglutide,"Diabetes, Type 2","""Holy moly. I am 4 weeks into this medication and I feel horrid! My doc told me to stick with it. First week I vomited and felt like I had the flu for 4 days. The second injection was just a little motion sickness. The third injection I had horrible diarrhea and non stop vomiting. I just don&#039;t know how much more I can take. My blood sugars have been perfect though. I just can&#039;t deal with all the vomiting.""",10,20-Nov-16,20
102098,Zantac,Erosive Esophagitis,"""I&#039;m 39 yrs young 140 lbs I have severe acid reflux . I was having a hard time eating everything . I started taking Zantac 150mg , one tablet a day . Only thing I regret is not taking it sooner . Now , I can eat more than one small meal a day without being in pain .""",10,23-May-08,115
109477,Nexplanon,Birth Control,"""I love this implant! 18YO. The nurse completely numbed my arm and I didn&#039;t feel anything (I did have a knarley bruise tho.) 
Seems you either love it or hate it when discussing certain birth controls. I have only had one period in 16 month! Everyones bodys are soo different and react differentl but I am MUCH happier on this than Yaz. Good luck ladies on your birth control venture!""",10,12-Nov-16,11
172619,Clonazepam,Burning Mouth Syndrome,"""Hi there everyone. I have suffered from BMS for almost 9 months. 2 Doctors and a naturopath could not diagnose me, but I diagnosed myself after reading many articles and posts. I also went to my GP and asked him to prescribe Clonazepam. He had never heard of it&#039;s use (for this) and I was the first ever in his surgery who complained of such a problem. 
Anyway, luckily I got in to see an Oral Surgeon only today. He confirmed I have BMS and prescribed .5mg Clonazepam to start with. It seems we who suffer have a trigger point event which has initiated stress and anxiety in our brains, causing the pathways to be blocked and not causing our nerve endings to work properly. I will check in again in a few weeks and let you know, but do see your GP""",5,23-Dec-15,26
90367,Cheratussin AC,Cough,"""This stuff did not work at all!!!  :(
I needed sleep due to coughing all night and all this did was keep me wide awake.""",1,18-May-17,12
160408,Buspirone,Anxiety,"""My anxiety was extremely bad and I had tried lexapro but the side effects for me were horrible; so my doctor started new on BuSpar. I&#039;ve been on it now going on two weeks and I can say I do feel a slight difference. My anxiety is still there but not as bad... I&#039;m still having attacks off and on but I&#039;m going to stick with this and give it some more time. The only side effect I have is the dizziness but I&#039;ve learned if I eat even just a piece of toast that it helps with that. Other than that no side effects. I say if your suffering give this a try and stick with it.""",8,20-Jun-16,83
51170,Azithromycin,Chlamydia Infection,"""I&#039;m pregnant then found out I have chlamydia took 4 pills yesterday (different times not at once) I didn&#039;t feel any symptoms of the infections or after feel bad I did feel like I needed to throw up but never happened. I just hope my baby will be okay.""",10,6-Jan-16,5
29272,Topiramate,Migraine Prevention,"""For the first time in my life (I&#039;m 76 years old) I am migraine free!!! It has been 5 years since I started taking Topamax and I have had only one migraine. I used to have at least one migraine a week and sometimes more since I was a small child complaining about the corner of my head hurt. I would have major pain, vomiting and and have to go to bed in a dark cool room.""",10,11-Oct-16,28
116804,Lamictal,Bipolar Disorde,"""Deeply depressed for 7 months after a manic period of 7 months.  Would come home from work and just go to bed and stay there for 14 hours until it was time to go to work again.  Taking Bupropion in the AM without effect in increasing doses for all 7 months.  After titrating up the Lamictal through the increasing doses as required, the fog lifted 3 days after I started on the 200mg dose.  Thank you modern medicine""",9,30-Jun-15,61
93079,Vortioxetine,Major Depressive Disorde,"""I started Brintellix the first month it came out, after trying numerous other medications over the years; SSRIs, SNRIs, MAOIs, tricyclics, and other classified antidepressants. Those that did help with tolerable side effects lasted maybe a year or even several years.  None seem to do well in the very long term. I worked my way slowly to the 20mg Brintellix dose and very helpful without noticeable side effects.  I do require a small dose of an atypical antipsychotic to control the suicidal thinking, currently Rexulti.  Recently, my doctor increased Brintellix dose to 25mg and doing much better again. Prior to that, I lacked desire to do things, anything.  Now very active again. I&#039;ve had no adverse effects from this medication. Time will tell""",9,1-Jul-16,15
61701,Citalopram,Obsessive Compulsive Disorde,"""I suffered from severe panic attacks and OCD, particularly checking. I have been on 20 mg of Celexa for 7 years and am a new person. I have never had a side effect and handle stress with ease. I still engage in some &quot;checking,&quot; but have been panic attack-free and lost many of my other OCD behaviours.""",10,25-Apr-16,30
84392,Ethinyl estradiol / norgestimate,Acne,"""Before getting on this, I was experiencing severe acne after having tried a new skincare system &amp; foundation. I didn&#039;t even know I was capable of having skin that bad. I was so embarrassed. I had never been on birth control before (I&#039;m 21), but I was desperate. I had my doctor prescribe this to me. I would say for the first month or so, my acne got worse - especially around my chin area. I also had terrible mood swings and depression in the beginning, but I kept going and my skin started to get clearer. Then, right before starting my 5th pack, I broke out again. But it was like all the acne that had been underneath my skin came up and then disappeared. Now on month 6, I&#039;m pretty much clear besides hyperpigmentation. Be patient!!!""",9,11-Dec-16,8
118225,Naltrexone,Alcohol Dependence,"""I started going to a clinic to get extra help on top of AA. My alcohol use had gotten to a very, very dangerous level. I would flirt with sobriety through AA, getting almost to 30 days, then a bad craving would hit and I couldn&#039;t resist. Then I found out about vivitrol. After my first shot it cut my cravings down ten fold. Now 4 shots in I rarely have a craving and when I do it&#039;s manageable. This has allowed me to concentrate on my recovery without also battling cravings. I&#039;m 95 days sober today and so grateful.""",10,24-Mar-17,101
140053,Xanax XR,Anxiety,"""I&#039;ve been taking this medicine for 2 days and all I can say is wow! Is this what normal life is supposed to feel like? I was diagnosed with a chronic pain condition that is caused by a lifetime full of anxiety and the tightening and clenching of muscles that were not intended to be in constant use. The pit in my stomach is gone and I am actually looking forward to waking up in the morning and being able to face the day anxiety free!""",10,15-Jan-13,132
66562,Seroquel,Schizoaffective Disorde,"""This drug worked perfectly. It controlled all my symptoms, paranoia, visual and auditory hallucinations, tactile hallucinations and anxiety. Absolutely no weight gain. I lost 30 pounds on this medication and could not be happier that I tried the drug. It also works excellently for people with eating disorders, controlling their cravings and regulating their eating patterns. There were no sexual side effects. I never relapsed when I went off the medication with the help of my psychiatrist. Thank you makers of seroquel!""",10,11-Apr-16,29
1106,Metronidazole,Rosacea,"""I used this in conjunction with Clenia. It worked great for about a year and now doesn&#039;t seem to do anything.""",8,5-Jan-11,22
92509,Ondansetron,Nausea/Vomiting,"""Last night I had severe diarhhea and stomach pain and dizziness, maybe I was dehydrated from the stomach bug so I went to the ER and they said they were going to give me Zofran, which I have a phobia of trying new pills but my stomach hurt so bad, I told the nurse I&#039;d break it in half till I seen how small it was, and she said just let it dissolve on your tongue so I did and it had a strawberry flavor which I told her wow this taste good, and within about 5 minutes my nausea had gotten so much better, even relaxed me a bit, I&#039;m telling you folks if you have the stomach bug or stomach aches, give this a shot I had no side effects at all, maybe a little sleepiness but like others I&#039;ll take that over the stomach pain, thanks Zofran.""",10,8-Feb-15,40
192475,Drospirenone / ethinyl estradiol,Menstrual Disorders,"""I have been on Yaz for 2 and a half years and it&#039;s been the best form of contraceptive medication for me. I have tried other contraceptive pills and have had all kinds of bad side effects, but once I started Yaz I was fine. Originally I started using it as a form of contraception, I still do but it has also helped with my severe menstrual cramps and endometriosis. I can have my period every 3 months without a problem and I haven&#039;t experienced any side effects, pregnancy scares, bloating or acne on it so overall it&#039;s been great. """,8,4-Jan-14,10
158860,Methylphenidate,ADHD,"""I took Concerta when I was in high school for 2 years. I am a very lively person; however, after the first year I literally lost all my social abilities. I had no desire to speak to anybody or go out and have fun I became IMMENSELY depressed almost even suicidal. Additionally, I became so anorexic that I almost got hospitalized for low hemoglobin. """,1,3-Nov-11,16
214750,Prevpac,Helicobacter Pylori Infection,"""I started the pack this evening.  Within half an hour of taking the 4 pills, followed by a complete healthy dinner, my throat tightened up.  Couple minutes later I started to glow and had a warm sensation all over.  This turned to an aggressive itch and after about another 5 or so minutes I had trouble breathing.  The skin sensation turned into an unbearable burning sensation all over.  I ended up on the floor and my wife called 911.    Paramedics came, blood pressure and pulse went OTT.  Paramedics thought it was a allergic reaction, gave me benedril to counter the effect and about 15 minutes later my throat started to relax, the glow and red skin started to subside and he itching and tingling started to calm down.  Better luck next time.""",1,6-Oct-17,0
109278,Nexplanon,Birth Control,"""My nexplanon was inserted on January 20th, the last day of my period. I&#039;m afraid of needles but it didn&#039;t hurt as bad/just a slight tug and pressure when inserting! This is my 1st BC ever. 

Now it&#039;s 02/09/2017 and I noticed some spotting last night (originally it&#039;s 3 days left until I would normally have my period) I never spotted before throughout any of my periods. I thought I had started last night when it &quot;felt&quot; like my normal period symptoms, except this morning, I only had brown discharge but No. blood  

My arm was aching for about 1-2 weeks after it was inserted and I have two toddlers (1 &amp; 2 year olds) so I try to avoid them laying on my arm or touching it. 

So far, I like nexplanon. Hopefully my overall, future, reviews are great!""",9,8-Feb-17,4
187738,Dexamethasone,Cerebral Edema,"""I had a seizure which led to them finding a brain tumor. They put me on dexa in the ER and was on it for 2 months after the craniotomy to prevent brain swelling. Don&#039;t quite remember the dosing, it was a 1mg or 2mg pill I took 2 or 3 times a day. 
I had insomnia (slept maybe 3 hours a night even on two percocet every 4 hours), painful acne all over my face and back, mood swings, crazy hunger and weight gain, erectile dysfunction, headaches and joint pain. I suppose it did what it was supposed to, but the side effects were horrible. Even if I had another tumor, I don&#039;t think I&#039;d ever use it again.""",2,15-Feb-17,4
159403,Estrace Vaginal Cream,Atrophic Urethritis,"""I have used Estrace samples for 6 months or so..... I ran out and went to buy another tube... 375.00!! And my insurance didn&#039;t cover any of it. (Costco was 325.00) I called my doctor and they gave me a coupon, but my insurance didn&#039;t work with it. So over priced... and my insurance just went up a 100 dollars a month... I just can&#039;t buy a medicine that is so over priced. I thought it would be 50 dollars or so...  there must be something else we can use? Also, the information I read said: estrogens may increase the chances of getting cancer of the uterus. Why would we want to take this? I&#039;ve got to do more homework and find something better!!""",1,8-Apr-17,28
44690,Catapres,Opiate Withdrawal,"""This made me so sick I had 10 of the side effects it didn&#039;t help at all worse meds ever. I taper off myself meds where worse then withdrawal.""",1,19-Aug-15,26
53887,Olysio,Hepatitis C,"""Great! Cleared Hep C genotype 1a with twelve weeks of treatments in combination with Sofosbuvir.  A miracle!""",10,18-Oct-14,9
21197,Multivitamin with iron,Anemia,"""Helpful!""",10,1-May-13,9
221825,Methamphetamine,ADHD,"""Been taking this more than half my life, I&#039;ve tried literally everything for ADHD and Chronic SEVERE Major Depression Disorder, you name it, I&#039;ve tried all the ADHD meds and antidepressants available in Northern America, none work except for Desoxyn. Once I started Desoxyn and settled on a dose that worked for me, I haven&#039;t had to increase my dosage in ALL of my years of taking it, furthermore, I have absolutely NO side effects. An absolutely huge contrast to lesser amphetamines like dextroamphetamine etc, all of which produced nothing but negative side effects, and constantly would require dose increases to make up for their inefficacy, which just increased my side effects. So when I was young I asked my psychiatrists to RX it to me. 10/10""",10,9-Jul-15,73
112987,Bisacodyl,Constipation,"""I write this as I&#039;m sitting on the toilet, mustering the strength in between intestinal contractions, wishing that I had never taken 2 pills hours earlier.  The amount of pain and sweat that I had woken up to before I had to run to the bathroom was concerning.  The first wave of contractions made me believe that I was going to have to go to the ER, convincing myself that I was on an episode of 1,000 ways to die and that I had drank a bottle of Draino.  Once the first big move was &quot;done,&quot; the intensity of the pain subsided a bit. Maybe I am just getting used to my insides feel like they are being wrung out like a wet towel, who knows. Nausea in high gear. Solids turned to liquid. Still sitting here 40 minutes later. Hoping I can go back to sleep""",1,21-Mar-17,15
175477,Augmentin,Bacterial Infection,"""I started augmentin 1gm twice/day 5 days ago (Wed. Sep. 9th) to treat inflammation in tooth root. the stomach problems started by day 4. Today (day 5) was really bad: headache, stomach pain, pain in my joints and my whole body. I also had a loose stool from day 1. I called my doctor explained the situation and he said I can stop taking it, a minimum of 4 days should suffice. So I took 9 out of a course of 14 tablets. I hope I&#039;ll get rid of my whole-body pain and stomach problems soon. So overall experience with augmentin: bad""",2,12-Sep-16,14
173240,Clonazepam,Bipolar Disorde,"""3 years after being diagnosed with Bipolar 1, I was put on 2 mg of Rivotril to be taken at night following a car accident. When it was prescribed, I was in a poor state of mental health and was suffering from extreme agitation and horrible nightmares. After taking clonazepam for a while, I noticed that not only did it calm agitation, but it helped stabilize my mood. It has made my mood more consistent and improved it dramatically. I consistently feel calm, positive, and mentally stable. I&#039;ve been prescribed other benzodiazepines in the past, but clonazepam has by far been the most effective. Overall, an excellent medication also considering that it isn&#039;t subject to metabolite accumulation.""",10,12-Sep-09,12
182858,Cymbalta,Depression,"""I take cymbalta for depression and anxiety. I&#039;ve read a few comments on here and it sounds like a few people may have or had serotonin syndrome. It has happened to me in the past when a prior doct didn&#039;t pay attention to my meds. Please be safe. Cymbalta has helped me a lot. I went off for about 3 yrs and have had to go back on.""",10,16-Dec-16,27
